regiao;estado;municipio;coduf;codmun;codRegiaoSaude;nomeRegiaoSaude;data;semanaEpi;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos;Recuperadosnovos;emAcompanhamentoNovos;interior/metropolitana
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-03-27;13;376818.0;0.0;0;0;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-03-28;13;376818.0;0.0;0;0;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-03-29;14;376818.0;0.0;0;0;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-03-30;14;376818.0;0.0;0;0;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-03-31;14;376818.0;1.0;1;0;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-01;14;376818.0;2.0;1;0;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-02;14;376818.0;0.0;-2;0;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-03;14;376818.0;2.0;2;0;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-04;14;376818.0;2.0;0;0;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-05;15;376818.0;3.0;1;1;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-06;15;376818.0;6.0;3;1;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-07;15;376818.0;7.0;1;2;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-08;15;376818.0;8.0;1;1;-1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-09;15;376818.0;10.0;2;1;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-10;15;376818.0;11.0;1;1;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-11;15;376818.0;10.0;-1;1;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-12;16;376818.0;10.0;0;1;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-13;16;376818.0;10.0;0;1;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-14;16;376818.0;13.0;3;1;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-15;16;376818.0;21.0;8;2;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-16;16;376818.0;23.0;2;3;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-17;16;376818.0;33.0;10;4;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-18;16;376818.0;50.0;17;3;-1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-19;17;376818.0;56.0;6;3;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-20;17;376818.0;58.0;2;3;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-21;17;376818.0;58.0;0;3;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-22;17;376818.0;58.0;0;3;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-23;17;376818.0;61.0;3;5;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-24;17;376818.0;63.0;2;6;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-25;17;376818.0;69.0;6;6;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-26;18;376818.0;78.0;9;6;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-27;18;376818.0;79.0;1;6;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-28;18;376818.0;85.0;6;6;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-29;18;376818.0;92.0;7;6;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-04-30;18;376818.0;103.0;11;7;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-01;18;376818.0;117.0;14;7;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-02;18;376818.0;117.0;0;7;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-03;19;376818.0;119.0;2;7;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-04;19;376818.0;119.0;0;7;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-05;19;376818.0;127.0;8;7;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-06;19;376818.0;145.0;18;7;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-07;19;376818.0;155.0;10;7;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-08;19;376818.0;160.0;5;9;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-09;19;376818.0;166.0;6;10;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-10;20;376818.0;167.0;1;10;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-11;20;376818.0;167.0;0;10;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-12;20;376818.0;172.0;5;10;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-13;20;376818.0;183.0;11;11;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-14;20;376818.0;195.0;12;11;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-15;20;376818.0;214.0;19;11;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-16;20;376818.0;220.0;6;12;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-17;21;376818.0;219.0;-1;13;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-18;21;376818.0;219.0;0;13;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-19;21;376818.0;229.0;10;12;-1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-20;21;376818.0;234.0;5;12;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-21;21;376818.0;238.0;4;12;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-22;21;376818.0;243.0;5;12;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-23;21;376818.0;252.0;9;12;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-24;22;376818.0;252.0;0;12;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-25;22;376818.0;253.0;1;12;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-26;22;376818.0;253.0;0;12;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-27;22;376818.0;264.0;11;13;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-28;22;376818.0;267.0;3;13;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-29;22;376818.0;276.0;9;15;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-30;22;376818.0;291.0;15;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-05-31;23;376818.0;293.0;2;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-01;23;376818.0;294.0;1;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-02;23;376818.0;302.0;8;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-03;23;376818.0;319.0;17;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-04;23;376818.0;345.0;26;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-05;23;376818.0;367.0;22;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-06;23;376818.0;394.0;27;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-07;24;376818.0;399.0;5;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-08;24;376818.0;399.0;0;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-09;24;376818.0;415.0;16;15;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-10;24;376818.0;431.0;16;17;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-11;24;376818.0;467.0;36;17;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-12;24;376818.0;469.0;2;17;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-13;24;376818.0;479.0;10;17;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-14;25;376818.0;489.0;10;17;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-15;25;376818.0;489.0;0;17;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-16;25;376818.0;508.0;19;17;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-17;25;376818.0;518.0;10;19;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-18;25;376818.0;523.0;5;20;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-19;25;376818.0;672.0;149;20;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-20;25;376818.0;775.0;103;20;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-21;26;376818.0;839.0;64;20;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-22;26;376818.0;839.0;0;20;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-23;26;376818.0;886.0;47;20;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-24;26;376818.0;983.0;97;23;3;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-25;26;376818.0;1075.0;92;23;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-26;26;376818.0;1117.0;42;25;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-27;26;376818.0;1204.0;87;26;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-28;27;376818.0;1278.0;74;26;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-29;27;376818.0;1282.0;4;26;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-06-30;27;376818.0;1369.0;87;26;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-01;27;376818.0;1409.0;40;29;3;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-02;27;376818.0;1519.0;110;30;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-03;27;376818.0;1607.0;88;30;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-04;27;376818.0;1611.0;4;32;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-05;28;376818.0;1640.0;29;32;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-06;28;376818.0;1642.0;2;32;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-07;28;376818.0;1760.0;118;34;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-08;28;376818.0;1818.0;58;35;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-09;28;376818.0;1884.0;66;37;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-10;28;376818.0;1939.0;55;38;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-11;28;376818.0;1983.0;44;42;4;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-12;29;376818.0;2032.0;49;42;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-13;29;376818.0;2035.0;3;42;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-14;29;376818.0;2097.0;62;45;3;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-15;29;376818.0;2160.0;63;47;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-16;29;376818.0;2193.0;33;47;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-17;29;376818.0;2216.0;23;50;3;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-18;29;376818.0;2220.0;4;56;6;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-19;30;376818.0;2505.0;285;56;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-20;30;376818.0;2505.0;0;56;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-21;30;376818.0;2611.0;106;56;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-22;30;376818.0;2737.0;126;57;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-23;30;376818.0;2911.0;174;59;2;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-24;30;376818.0;3022.0;111;59;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-25;30;376818.0;3069.0;47;60;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-26;31;376818.0;3194.0;125;60;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-27;31;376818.0;3196.0;2;60;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-28;31;376818.0;3196.0;0;60;0;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-29;31;376818.0;3314.0;118;61;1;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-30;31;376818.0;3583.0;269;67;6;;;0.0
Sudeste;SP;Bauru;35;350600.0;35062.0;BAURU;2020-07-31;31;376818.0;3801.0;218;71;4;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-03-27;13;146497.0;0.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-03-28;13;146497.0;0.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-03-29;14;146497.0;0.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-03-30;14;146497.0;0.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-03-31;14;146497.0;0.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-01;14;146497.0;0.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-02;14;146497.0;0.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-03;14;146497.0;0.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-04;14;146497.0;7.0;7;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-05;15;146497.0;7.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-06;15;146497.0;7.0;0;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-07;15;146497.0;8.0;1;0;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-08;15;146497.0;9.0;1;1;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-09;15;146497.0;15.0;6;1;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-10;15;146497.0;15.0;0;1;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-11;15;146497.0;15.0;0;1;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-12;16;146497.0;15.0;0;1;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-13;16;146497.0;16.0;1;1;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-14;16;146497.0;23.0;7;2;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-15;16;146497.0;23.0;0;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-16;16;146497.0;24.0;1;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-17;16;146497.0;27.0;3;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-18;16;146497.0;27.0;0;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-19;17;146497.0;27.0;0;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-20;17;146497.0;27.0;0;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-21;17;146497.0;28.0;1;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-22;17;146497.0;28.0;0;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-23;17;146497.0;28.0;0;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-24;17;146497.0;35.0;7;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-25;17;146497.0;38.0;3;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-26;18;146497.0;38.0;0;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-27;18;146497.0;40.0;2;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-28;18;146497.0;52.0;12;2;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-29;18;146497.0;56.0;4;4;2;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-04-30;18;146497.0;67.0;11;4;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-01;18;146497.0;73.0;6;4;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-02;18;146497.0;74.0;1;4;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-03;19;146497.0;74.0;0;4;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-04;19;146497.0;74.0;0;4;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-05;19;146497.0;74.0;0;4;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-06;19;146497.0;84.0;10;4;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-07;19;146497.0;88.0;4;5;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-08;19;146497.0;90.0;2;5;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-09;19;146497.0;95.0;5;5;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-10;20;146497.0;101.0;6;5;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-11;20;146497.0;101.0;0;5;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-12;20;146497.0;106.0;5;5;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-13;20;146497.0;121.0;15;5;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-14;20;146497.0;124.0;3;5;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-15;20;146497.0;130.0;6;5;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-16;20;146497.0;143.0;13;6;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-17;21;146497.0;151.0;8;6;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-18;21;146497.0;159.0;8;6;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-19;21;146497.0;160.0;1;7;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-20;21;146497.0;183.0;23;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-21;21;146497.0;193.0;10;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-22;21;146497.0;196.0;3;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-23;21;146497.0;204.0;8;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-24;22;146497.0;217.0;13;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-25;22;146497.0;218.0;1;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-26;22;146497.0;218.0;0;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-27;22;146497.0;238.0;20;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-28;22;146497.0;257.0;19;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-29;22;146497.0;261.0;4;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-30;22;146497.0;276.0;15;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-05-31;23;146497.0;284.0;8;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-01;23;146497.0;284.0;0;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-02;23;146497.0;302.0;18;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-03;23;146497.0;304.0;2;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-04;23;146497.0;325.0;21;7;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-05;23;146497.0;344.0;19;8;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-06;23;146497.0;343.0;-1;9;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-07;24;146497.0;378.0;35;9;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-08;24;146497.0;380.0;2;9;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-09;24;146497.0;383.0;3;9;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-10;24;146497.0;393.0;10;9;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-11;24;146497.0;411.0;18;9;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-12;24;146497.0;425.0;14;9;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-13;24;146497.0;426.0;1;10;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-14;25;146497.0;427.0;1;10;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-15;25;146497.0;428.0;1;10;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-16;25;146497.0;444.0;16;10;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-17;25;146497.0;444.0;0;10;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-18;25;146497.0;444.0;0;10;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-19;25;146497.0;484.0;40;12;2;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-20;25;146497.0;492.0;8;13;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-21;26;146497.0;515.0;23;13;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-22;26;146497.0;516.0;1;13;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-23;26;146497.0;524.0;8;13;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-24;26;146497.0;538.0;14;14;1;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-25;26;146497.0;552.0;14;14;0;;;0.0
Sudeste;SP;Botucatu;35;350750.0;35063.0;POLO CUESTA;2020-06-26;26;146497.0;583.0;31;15;1;;;0.0
